cell_name,cell_type,basal_max_fit_x,basal_max_fit_y,apical_max_fit_x,apical_max_fit_y
ITL23__770275864_stage_1_seed_2_hof_0,ITL23,156,0.496058976339063,37,0.362463375480617
ITL23__770307286_stage_1_seed_1_hof_0,ITL23,131,0.673090672964448,111,0.679443401129179
ITL23__770307286_stage_1_seed_2_hof_0,ITL23,138,0.486618930956494,131,0.509455374565061
ITL23__770337451_stage_1_seed_1_hof_0,ITL23,89,0.417221983921639,82,0.416406376053931
ITL23__770337451_stage_1_seed_2_hof_0,ITL23,96,0.546477824136882,151,0.544932851567197
ITL23__770369798_stage_1_seed_1_hof_0,ITL23,85,0.679982702876817,115,0.679257546436988
ITL23__770369798_stage_1_seed_2_hof_0,ITL23,95,0.678927334416047,128,0.67420437649938
ITL23__770402036_stage_1_seed_1_hof_0,ITL23,79,0.660003165957205,130,0.653715540613636
ITL23__770402036_stage_1_seed_2_hof_0,ITL23,81,0.668636345974015,133,0.664425149782518
ITL23__770516177_stage_1_seed_1_hof_0,ITL23,63,0.386488159691586,125,0.377504881818054
ITL23__770516177_stage_1_seed_2_hof_0,ITL23,62,0.660270927543836,141,0.67158384215085
ITL23__770611301_stage_1_seed_1_hof_0,ITL23,71,0.694702239173757,99,0.697524667139241
ITL23__770611301_stage_1_seed_2_hof_0,ITL23,184,0.713791534854459,209,0.714126878795149
ITL23__770645883_stage_1_seed_1_hof_0,ITL23,68,0.457321496979961,127,0.456741418795949
ITL23__770645883_stage_1_seed_2_hof_0,ITL23,60,0.664018877922616,132,0.658427509507175
ITL23__770650205_stage_1_seed_1_hof_0,ITL23,107,0.717901011556297,106,0.707808195305955
ITL23__770650205_stage_1_seed_2_hof_0,ITL23,174,0.591091104669354,199,0.602882407622547
ITL23__770658546_stage_1_seed_1_hof_0,ITL23,66,0.703954503791776,135,0.700846741814278
ITL23__770658546_stage_1_seed_2_hof_0,ITL23,136,0.69000530406873,84,0.56219772159114
ITL23__774420848_stage_1_seed_1_hof_0,ITL23,145,0.567571978408679,138,0.572504233684954
ITL23__774420848_stage_1_seed_2_hof_0,ITL23,108,0.709846290429105,132,0.71773518154146
ITL23__774620186_stage_1_seed_1_hof_0,ITL23,124,0.459997799145167,32,0.209092525194853
ITL23__774620186_stage_1_seed_2_hof_0,ITL23,194,0.704673666326013,227,0.707660858170473
ITL23__783585601_stage_1_seed_1_hof_0,ITL23,112,0.651937254838315,143,0.662987218541943
ITL23__783585601_stage_1_seed_2_hof_0,ITL23,203,0.533572834657895,254,0.584433218567343
ITL23__783585742_stage_1_seed_1_hof_0,ITL23,83,0.679703184626508,172,0.695337857380917
ITL23__783585742_stage_1_seed_2_hof_0,ITL23,139,0.428442497844005,31,0.184387145334886
ITL23__783615441_stage_1_seed_1_hof_0,ITL23,61,0.667331904659345,104,0.669671494916831
ITL23__783615441_stage_1_seed_2_hof_0,ITL23,62,0.684849739745036,101,0.680190391122973
ITL23__783624438_stage_1_seed_1_hof_0,ITL23,219,0.65995225919239,148,0.672476613481106
ITL23__783624438_stage_1_seed_2_hof_0,ITL23,120,0.656554809829415,145,0.672723349389535
ITL23__783698501_stage_1_seed_1_hof_0,ITL23,194,0.735751325143276,218,0.732144804378972
ITL23__783698501_stage_1_seed_2_hof_0,ITL23,189,0.736500277966439,208,0.734349901126699
ITL23__785379684_stage_1_seed_1_hof_0,ITL23,86,0.731489439307718,42,0.661230302357401
ITL23__785379684_stage_1_seed_2_hof_0,ITL23,54,0.681674929280484,35,0.698757857168906
ITL23__786464137_stage_1_seed_1_hof_0,ITL23,90,0.497525101616372,90,0.508930229382518
ITL23__786464137_stage_1_seed_2_hof_0,ITL23,173,0.636335302611953,13,0.297660914344385
ITL23__786472956_stage_1_seed_1_hof_0,ITL23,178,0.712879166858387,208,0.722216480377131
ITL23__786472956_stage_1_seed_2_hof_0,ITL23,189,0.705197625834815,217,0.704918268727569
ITL23__786484903_stage_1_seed_1_hof_0,ITL23,156,0.625814208788096,172,0.623392710425329
ITL23__786484903_stage_1_seed_2_hof_0,ITL23,156,0.727918604928969,174,0.724032883900596
ITL23__786497938_stage_1_seed_1_hof_0,ITL23,171,0.46882865112051,163,0.461414451078318
ITL23__786497938_stage_1_seed_2_hof_0,ITL23,93,0.722938518660362,110,0.719251850350214
ITL23__786508373_stage_1_seed_1_hof_0,ITL23,125,0.662242359572138,188,0.678270230936234
ITL23__786508373_stage_1_seed_2_hof_0,ITL23,71,0.389975277787637,126,0.394278395115889
ITL23__787239157_stage_1_seed_1_hof_0,ITL23,193,0.656518039265291,218,0.670500459112415
ITL23__787239157_stage_1_seed_2_hof_0,ITL23,89,0.698875510825281,123,0.682794867770121
ITL23__793490645_stage_1_seed_1_hof_0,ITL23,67,0.665768144157188,115,0.676602938382588
ITL23__793490645_stage_1_seed_2_hof_0,ITL23,141,0.666197292181209,153,0.663875285162704
ITL23__852458310_stage_1_seed_1_hof_0,ITL23,40,0.417145138348569,62,0.416309878898364
ITL23__852458310_stage_1_seed_2_hof_0,ITL23,39,0.59212417600966,16,0.357344196645369
ITL23__852496988_stage_1_seed_1_hof_0,ITL23,73,0.660044855722344,37,0.455987464526434
ITL23__852496988_stage_1_seed_2_hof_0,ITL23,72,0.686653764876756,38,0.547711455495884
ITL35__1005032781_stage_1_seed_1_hof_0,ITL35,36,0.243782120328262,97,0.247997350785251
ITL35__576134298_stage_1_seed_1_hof_0,ITL35,147,0.708223279183836,177,0.719278308794771
ITL35__576134298_stage_1_seed_2_hof_0,ITL35,242,0.739394079212013,237,0.733305659617924
ITL35__592532014_stage_1_seed_1_hof_0,ITL35,140,0.468781067311436,194,0.534394411516679
ITL35__592532014_stage_1_seed_2_hof_0,ITL35,142,0.487318707412068,209,0.537433086080915
ITL35__653040833_stage_1_seed_1_hof_0,ITL35,93,0.682499974018645,132,0.691853242488087
ITL35__653040833_stage_1_seed_2_hof_0,ITL35,158,0.699256918306319,194,0.70400200158731
ITL35__653808728_stage_1_seed_1_hof_0,ITL35,19,0.279332739191017,20,0.272778624592885
ITL35__653808728_stage_1_seed_2_hof_0,ITL35,250,0.46807231697366,202,0.457914566102384
ITL35__689331593_stage_1_seed_1_hof_0,ITL35,105,0.658786152268043,126,0.66766202829226
ITL35__689331593_stage_1_seed_2_hof_0,ITL35,108,0.63321284482423,134,0.632711547829238
ITL35__701072592_stage_1_seed_1_hof_0,ITL35,111,0.678620354782663,203,0.676553914824383
ITL35__701072592_stage_1_seed_2_hof_0,ITL35,119,0.524475862872529,210,0.540739557427896
ITL35__712887031_stage_1_seed_1_hof_0,ITL35,112,0.491659154563518,36,0.363321654494966
ITL35__712887031_stage_1_seed_2_hof_0,ITL35,87,0.648751652797096,135,0.675013817033954
ITL35__737293981_stage_1_seed_1_hof_0,ITL35,20,0.398476759506844,102,0.520136350389797
ITL35__750843552_stage_1_seed_1_hof_0,ITL35,252,0.53466594309702,207,0.545200365212278
ITL35__750843552_stage_1_seed_2_hof_0,ITL35,155,0.71426306016691,117,0.715201643566969
ITL35__758312441_stage_1_seed_1_hof_0,ITL35,87,0.483698914506021,207,0.523533989021146
ITL35__758312441_stage_1_seed_2_hof_0,ITL35,227,0.674007878946441,326,0.70158473913485
ITL35__768904007_stage_1_seed_1_hof_0,ITL35,83,0.678048513392278,155,0.694799432647248
ITL35__768904007_stage_1_seed_2_hof_0,ITL35,223,0.67898188491124,61,0.28695762247899
ITL35__770255008_stage_1_seed_1_hof_0,ITL35,160,0.723709293159337,167,0.723460910923892
ITL35__770255008_stage_1_seed_2_hof_0,ITL35,11,0.241557613447747,162,0.725597531320517
ITL35__774421995_stage_1_seed_1_hof_0,ITL35,168,0.706605084240051,41,0.551632573827783
ITL35__774421995_stage_1_seed_2_hof_0,ITL35,177,0.718551329222858,41,0.5216684061376
ITL35__783629881_stage_1_seed_1_hof_0,ITL35,188,0.653979561553132,195,0.661088327919637
ITL35__783629881_stage_1_seed_2_hof_0,ITL35,86,0.569407817897665,185,0.601413333468083
ITL35__793647709_stage_1_seed_1_hof_0,ITL35,102,0.24513620595573,35,0.152702172142554
ITL35__793647709_stage_1_seed_2_hof_0,ITL35,77,0.5365145584196,32,0.41287648661548
ITL35__794276683_stage_1_seed_1_hof_0,ITL35,200,0.715576247949795,157,0.700034210008494
ITL35__794276683_stage_1_seed_2_hof_0,ITL35,85,0.699691938000343,108,0.690982990192429
ITL35__797978191_stage_1_seed_1_hof_0,ITL35,103,0.465671566162777,32,0.220835440369845
ITL35__797978191_stage_1_seed_2_hof_0,ITL35,107,0.462125600673652,29,0.0131979272709436
ITL35__811814337_stage_1_seed_2_hof_0,ITL35,154,0.701100608821466,162,0.702813255898118
ITL35__811912202_stage_1_seed_1_hof_0,ITL35,90,0.679915043636472,156,0.691982553901386
ITL35__811912202_stage_1_seed_2_hof_0,ITL35,138,0.695714960446548,157,0.692221641601438
ITL35__811950289_stage_1_seed_1_hof_0,ITL35,62,0.630308146981742,11,0.348796049561926
ITL35__811950289_stage_1_seed_2_hof_0,ITL35,160,0.677427459162944,185,0.678547103687261
ITL35__811963128_stage_1_seed_1_hof_0,ITL35,107,0.684290696170729,11,0.419200763475256
ITL35__811963128_stage_1_seed_2_hof_0,ITL35,108,0.685928927386693,172,0.704171704826025
ITL35__811989435_stage_1_seed_1_hof_0,ITL35,67,0.534123421799461,173,0.598508433212756
ITL35__811989435_stage_1_seed_2_hof_0,ITL35,168,0.655065903907207,177,0.665392448025864
ITL35__832515726_stage_1_seed_1_hof_0,ITL35,185,0.723638150988887,84,0.628380779532202
ITL35__832515726_stage_1_seed_2_hof_0,ITL35,167,0.704999921706183,16,0.34791177162835
ITL35__832526715_stage_1_seed_1_hof_0,ITL35,39,0.681195708313428,65,0.707140998001995
ITL35__832526715_stage_1_seed_2_hof_0,ITL35,84,0.658398904837848,12,0.297802553957712
ITL35__832627767_stage_1_seed_2_hof_0,ITL35,149,0.662699489711933,65,0.522994655202951
ITL35__835667511_stage_1_seed_1_hof_0,ITL35,146,0.666575980945001,134,0.667031222638184
ITL35__835667511_stage_1_seed_2_hof_0,ITL35,122,0.670952021189201,127,0.679800872013386
ITL35__840047288_stage_1_seed_1_hof_0,ITL35,128,0.498078197390141,185,0.531970546969877
ITL35__840047288_stage_1_seed_2_hof_0,ITL35,146,0.717288583113192,35,0.443465015515269
ITL35__852955642_stage_1_seed_1_hof_0,ITL35,129,0.6508602682888,158,0.643475727186815
ITL35__852955642_stage_1_seed_2_hof_0,ITL35,71,0.6648102578113,108,0.666066596662456
ITL35__857541842_stage_1_seed_1_hof_0,ITL35,102,0.552160874997117,160,0.596966517210167
ITL35__857541842_stage_1_seed_2_hof_0,ITL35,177,0.562271498236478,139,0.55304998489725
ITL35__857558720_stage_1_seed_1_hof_0,ITL35,128,0.669350864125591,142,0.677378659836053
ITL35__857558720_stage_1_seed_2_hof_0,ITL35,126,0.690263373972043,11,0.676748575420244
ITL35__868182038_stage_1_seed_1_hof_0,ITL35,149,0.56266436396792,132,0.574350984946774
ITL35__868182038_stage_1_seed_2_hof_0,ITL35,88,0.495777719285752,149,0.499508084236625
ITL35__868226529_stage_1_seed_2_hof_0,ITL35,45,0.54722582990441,66,0.534935203930679
ITL35__880961835_stage_1_seed_1_hof_0,ITL35,39,0.583817972503015,80,0.593567397525882
ITL35__880961835_stage_1_seed_2_hof_0,ITL35,39,0.676015172566454,79,0.687883740678627
ITL35__880987037_stage_1_seed_1_hof_0,ITL35,124,0.394828599368121,33,0.236732779597868
ITL35__889779159_stage_1_seed_1_hof_0,ITL35,164,0.630453192944285,64,0.491426712226283
ITL35__889779159_stage_1_seed_2_hof_0,ITL35,108,0.722034697116897,64,0.62253543123959
ITL35__902446347_stage_1_seed_1_hof_0,ITL35,122,0.64911471644078,126,0.658900227477741
ITL35__902446347_stage_1_seed_2_hof_0,ITL35,86,0.529486680803839,204,0.592470982230773
ITL35__902475622_stage_1_seed_1_hof_0,ITL35,184,0.654397487900939,179,0.636890540679911
ITL35__902475622_stage_1_seed_2_hof_0,ITL35,64,0.618883128108379,159,0.655852278765623
ITL35__902475774_stage_1_seed_1_hof_0,ITL35,113,0.649313872894333,124,0.655922597134679
ITL35__902475774_stage_1_seed_2_hof_0,ITL35,125,0.57799407379984,89,0.564463995477188
ITL35__902534917_stage_1_seed_1_hof_0,ITL35,42,0.660679909068985,66,0.645817328647274
ITL35__902534917_stage_1_seed_2_hof_0,ITL35,42,0.664580812733864,69,0.640710154301466
ITL35__911084481_stage_1_seed_1_hof_0,ITL35,145,0.649858069678291,197,0.660100023778552
ITL35__911084481_stage_1_seed_2_hof_0,ITL35,132,0.683797653241711,156,0.692357863248503
ITL35__911111047_stage_1_seed_2_hof_0,ITL35,53,0.472676661496351,32,0.246146119226637
ITL35__911155494_stage_1_seed_1_hof_0,ITL35,88,0.701788546077536,158,0.715359383738507
ITL35__911155494_stage_1_seed_2_hof_0,ITL35,81,0.69364500702451,158,0.700587437115232
ITL46__1001462085_stage_1_seed_1_hof_0,ITL46,151,0.732584022629659,113,0.74173931027937
ITL46__1001462085_stage_1_seed_2_hof_0,ITL46,300,0.738940677928546,276,0.735934651972932
ITL46__1005032096_stage_1_seed_1_hof_0,ITL46,193,0.518628056338996,243,0.547818611716011
ITL46__1005032096_stage_1_seed_2_hof_0,ITL46,105,0.456524375352089,115,0.454937398295729
ITL46__650076115_stage_1_seed_1_hof_0,ITL46,155,0.467535347876107,175,0.486622427214784
ITL46__650076115_stage_1_seed_2_hof_0,ITL46,65,0.492045016701659,106,0.494428846999351
ITL46__689338841_stage_1_seed_1_hof_0,ITL46,113,0.558085485880867,153,0.572186229328051
ITL46__689338841_stage_1_seed_2_hof_0,ITL46,175,0.693025845191775,179,0.689470372724447
ITL46__695500665_stage_1_seed_1_hof_0,ITL46,44,0.595993221185433,177,0.67061285307999
ITL46__695500665_stage_1_seed_2_hof_0,ITL46,193,0.692193886230874,13,0.359375989885905
ITL46__695533933_stage_1_seed_1_hof_0,ITL46,203,0.72319854429248,30,0.324018708544402
ITL46__695533933_stage_1_seed_2_hof_0,ITL46,184,0.724614825394927,32,0.435236989489856
ITL46__695564858_stage_1_seed_1_hof_0,ITL46,162,0.711724514943515,201,0.717026862557206
ITL46__695564858_stage_1_seed_2_hof_0,ITL46,65,0.64069707569099,114,0.65137528519816
ITL46__751250580_stage_1_seed_1_hof_0,ITL46,91,0.720332171854353,183,0.734626591978882
ITL46__751250580_stage_1_seed_2_hof_0,ITL46,82,0.637394961867969,128,0.613153864495134
ITL46__811809232_stage_1_seed_1_hof_0,ITL46,107,0.610724485152424,106,0.645816598472605
ITL46__811809232_stage_1_seed_2_hof_0,ITL46,199,0.639301480835109,32,0.280625276401502
ITL46__832523835_stage_1_seed_1_hof_0,ITL46,178,0.693146836580288,108,0.705128068271143
ITL46__832523835_stage_1_seed_2_hof_0,ITL46,174,0.676343176645552,141,0.662099247279606
ITL46__832554358_stage_1_seed_1_hof_0,ITL46,92,0.690165566420125,115,0.705364564069031
ITL46__832554358_stage_1_seed_2_hof_0,ITL46,201,0.720989509654633,183,0.7122105915489
ITL46__832577255_stage_1_seed_1_hof_0,ITL46,154,0.384448310535908,142,0.389435941096301
ITL46__832577255_stage_1_seed_2_hof_0,ITL46,161,0.704749408465736,36,0.301610702872067
ITL46__832639358_stage_1_seed_1_hof_0,ITL46,75,0.615015652732723,122,0.6377091584016
ITL46__832639358_stage_1_seed_2_hof_0,ITL46,74,0.67931379065149,78,0.678325336773987
ITL46__840031638_stage_1_seed_1_hof_0,ITL46,40,0.550011526287843,150,0.606196118921486
ITL46__840031638_stage_1_seed_2_hof_0,ITL46,40,0.243759260351232,147,0.261149829152958
ITL46__852947311_stage_1_seed_1_hof_0,ITL46,76,0.589043599953941,93,0.572059578164241
ITL46__852947311_stage_1_seed_2_hof_0,ITL46,80,0.676844665485285,225,0.738428060170266
ITL46__857664466_stage_1_seed_1_hof_0,ITL46,40,0.470224783562798,183,0.525816871685124
ITL46__857664466_stage_1_seed_2_hof_0,ITL46,58,0.518532055091715,179,0.565392805373125
ITL46__868096876_stage_1_seed_1_hof_0,ITL46,107,0.57167926569899,147,0.578148974899618
ITL46__868096876_stage_1_seed_2_hof_0,ITL46,104,0.506247361970511,142,0.497182146155731
ITL46__868212204_stage_1_seed_1_hof_0,ITL46,83,0.723629656191835,95,0.720490665010355
ITL46__868212204_stage_1_seed_2_hof_0,ITL46,87,0.550976282474526,103,0.544097784826861
ITL46__868243768_stage_1_seed_1_hof_0,ITL46,127,0.466275098860527,152,0.44354057252883
ITL46__868243768_stage_1_seed_2_hof_0,ITL46,128,0.464197028477671,152,0.436169266802182
ITL46__889767432_stage_1_seed_1_hof_0,ITL46,148,0.484507732236245,38,0.2705565186798
ITL46__889767432_stage_1_seed_2_hof_0,ITL46,225,0.738671486335642,226,0.734772872994512
ITL46__902436175_stage_1_seed_1_hof_0,ITL46,78,0.545090502394354,109,0.588325419116906
